Label	Story
__label__254	"As an integration developer, I want to develop the integration structure so that I can map Actuals(Labor, Material, Service) from SPC Maximo to Oracle(Cloud) (INT-9)"
__label__254	"As an integration developer, I want to design the data mapping on Actuals(Labor, Material, Service) so that we map the data on Actuals(Labor, Material, Service) from SPC Maximo to Oracle(Cloud) (INT-9)"
__label__253	"As a SPC tester, I want create test script for designing capital project work so that testing can be performed using the test script"
__label__255	"As a SPC tester, I want create test script for executing capital project work so that testing can be performed using the test script"
__label__255	"As a Integration developer, I want to develop the integration structure to map the MWO's from SPC Maximo to Oracle(Cloud)(INT-20) so that I can make the necessary changes"
__label__255	"As a Integration developer, I want to design the data mapping of the MWO's so that we can map the MWO's from SPC Maximo to Oracle(Cloud)(INT-20)"
__label__255	"As a Integration developer, I want to develop the integration structure to map the MWO's from SPC Maximo to Oracle(Cloud)(INT-20) so that I can make the necessary changes"
__label__255	"As a Integration developer, I want to design the data mapping of the MWO's so that we can map the MWO's from SPC Maximo to Oracle(Cloud)(INT-20)"
__label__255	"As an integration developer, I want to develop the integration structure to map the MWO's from SPC Maximo to Oracle(Cloud)(INT-20) so that I can make the necessary changes"
__label__255	"As an integration developer, I want to design the data mapping of the MWO's so that we can map the MWO's from SPC Maximo to Oracle(Cloud)(INT-20)"
__label__248	"As an SPC tester, I want create a test process so that a user will be responsible to validate POET before approving the Work Order"
__label__248	"As an SPC Tester, I want review and document process to exception business process so that there is no erroneous MwO setup - 2"
__label__248	"As a SPC developer, I want modify the Construction related autoscript to update the status from WAPPR to APPR after excel import so that the future state design is meet"
__label__248	"As an SPC Analyst, I want review and document process to exception business process in case of erroneous MwO setup so that necessary changes are identified"
